Word,Hindi Meaning
banker,बैंकर
infamous,बदनाम
powerless,शक्तिहीन
passenger,यात्री
crust,पपड़ी
historians,इतिहासकारों
disclaim,छोड़ना
Norway,नॉर्वे
peculiarities,peculiarities
sting,डंक मारना
simultaneously,साथ-साथ
watches,घड़ियों
cong.,कांग।
episode,प्रकरण
achieve,प्राप्त करना
populace,आबादी
Sherman,शर्मन
incense,धूप
Rebecca,रेबेका
Jordan,जॉर्डन
persistent,दृढ़
Wisconsin,विस्कॉन्सिन
ho,हो
ta,टा
fruitful,फलदायक
scoundrel,दुष्ट
coasts,तटों
starve,भूखा
Denmark,डेनमार्क
Scots,स्कॉट्स
consultation,परामर्श
habitation,निवास
goat,बकरी
howling,गरजना
tailor,दर्जी
flourish,फलना-फूलना
trifles,कछुए
dashing,जोशीला
disappearance,लापता होने के
sour,खट्टा
practicable,संभव
shameful,शर्मनाक
inviting,आमंत्रित
criminals,अपराधियों
leisurely,आराम से
accumulated,संचित
audible,सुनाई देने योग्य
topics,विषय
expends,और अधिक खर्च
radiance,चमक
underline,रेखांकन
parade,परेड
spoils,लूट
helmet,हेलमेट
consternation,आतंक
expenditures,व्यय
impose,थोपना
originator,लेखक
pa,देहात
unequal,असमान
wooded,जंगली
enduring,स्थायी
ox,बैल
valet,सेवक
proclaim,प्रोक्लेम
Carl,कार्ल
impossibility,असंभावना
Lydia,लिडा
territories,प्रदेशों
deference,सम्मान
ravine,नाला
Geoffrey,जेफ्री
Blanche,ब्लांश
accommodation,निवास स्थान
boyish,बालकों का सा
spray,फुहार
theological,धार्मिक
anonymous,अनाम
injurious,हानिकारक
formally,औपचारिक रूप से
sports,खेल
ab,अब
scales,तराजू
Wyoming,व्योमिंग
discontinue,बंद
calf,बछड़ा
manual,नियमावली
disturbing,परेशान
potent,प्रबल
anticipation,प्रत्याशा
melt,पिघलना
tilde,टिल्ड
Thames,थेम्स
grade,श्रेणी
mischievous,शैतान
pang,वेदना
pathos,हौसला
alternately,वैकल्पिक रूप से
brisk,तेज
stool,स्टूल
justification,औचित्य
foreigner,परदेशी
endeavouring,प्रयास
satire,हास्य व्यंग्य
Al,अल
delete,मिटाना
masculine,मर्दाना
spies,जासूस
umbrella,छतरी
transportation,परिवहन
yell,चीखना
remnant,अवशेष
boot,गाड़ी की डिक्की
ignored,अवहेलना करना
thrilling,रोमांचक
ale,यवसुरा
mineral,खनिज
goose,बत्तख
Nebraska,नेब्रास्का
truce,युद्धविराम संधि
lastly,अंततः
airy,हवादार
sketches,रेखाचित्र
groves,पेड़ों
col.,कर्नल।
11th,11 वीं
comprehension,समझना
cling,चिपकी
duck,बत्तख
abyss,रसातल
Alaska,अलास्का
baffled,विस्मित कर
planning,योजना
abominable,घिनौना
aversion,घृणा
drawings,चित्र
customers,ग्राहकों
weird,अजीब
Stewart,स्टीवर्ट
traveled,कूच
Alan,एलन
incessantly,निरंतर
flattery,चापलूसी
director,निर्देशक
improbable,असंभव
moderation,संयम
awakening,जगाना
males,पुरुषों
pairs,जोड़े
temporal,लौकिक
con,चोर
nicely,अच्छी तरह से
lapse,व्यतीत
vitality,प्राण
soap,साबुन
patriot,देश-भक्त
malicious,दुर्भावनापूर्ण
eyed,आंखों
pirates,समुद्री लुटेरे
enforce,लागू करना
doll,गुड़िया
briskly,तेज
sez,एसईजेड
skeleton,कंकाल
comprehensive,विस्तृत
buttons,बटन
crushing,मुंहतोड़
personages,व्यक्ति
threaten,धमकी देना
nuts,पागल
undone,नष्ट कर दिया
wright,राइट
frankness,वाक्य की स्पष्टता
hides,खाल
progressive,प्रगतिशील
Rogers,रोजर्स
villa,विला
Aristotle,अरस्तू
resource,संसाधन
IRS,आईआरएस
confine,सीमित
sewing,सिलाई
CO,सीओ
congratulate,बधाई
Walt,वाल्ट
reconcile,समाधान करना
insurance,बीमा
terminated,समाप्त
dusky,काला
appoint,नियुक्त करना
pearl,मोती
thrilled,रोमांचित
gains,लाभ
interrupt,रुकावट डालना
extravagance,अपव्यय
jokes,चुटकुले
suppress,दबाने
quod,जेल में डालना
signify,दर्शाता
layer,परत
clue,संकेत
kettle,पशु
contemplate,मनन
aforesaid,पूर्वोक्त
tooth,दाँत
sensibility,संवेदनशीलता
boldness,साहस
mature,प्रौढ़
Cuba,क्यूबा
tolerable,संतोषजनक
rabbit,खरगोश
befallen,आ पड़ी
needless,बेकार
Yankee,यांकी
awaken,अवेकन
clasp,पकड़
lets,की सुविधा देता है
blinded,अंधा
conductor,कंडक्टर
dependence,निर्भरता
guarantee,गारंटी
affectionately,प्यार से
player,खिलाड़ी
wires,तारों
thicket,झाड़ी
walker,वॉकर
outstretched,फैलाया हुआ
procedure,प्रक्रिया
wheeled,चक्र का
aye,सवैदा
oneself,स्वयं
recommendation,सिफ़ारिश करना
projecting,पेश
shriek,कटकट
futile,निरर्थक
cheerfulness,उत्साह
deity,देवता
fifteenth,पं हवीं
gap,अंतर
muscular,मांसल
dripping,टपकाव का
insect,कीड़ा
values,मूल्यों
brooding,सोच
restaurant,रेस्टोरेंट
baptism,बपतिस्मा
imaginative,कल्पनाशील
rhyme,तुक
exhaustion,थकावट
intrigue,साज़िश
senseless,बेहोश
Hercules,अत्यंत बलवान आदमी
yearly,सालाना
baron,बरोन
occupying,कब्जे
imply,मतलब
absurdity,मूर्खता
launched,का शुभारंभ किया
resolutely,सख्ती
vowed,कसम खाई
attach,संलग्न करना
characterized,विशेषता
fellowship,अध्येतावृत्ति
posture,आसन
caps,टोपियां
Leon,लियोन
demanding,बहुत अपेक्षाएँ रखने वाला
owl,उल्लू
beset,घेर लेना
ensuring,सुनिश्चित
suite,सुइट
Tennyson,टेनिसन
thereto,इस के सिवा
heaped,ढेर
jewel,गहना
regained,वापस पा ली
voluntarily,स्वेच्छा से
longitude,देशान्तर
permanently,स्थायी रूप से
jumping,कूद
babe,बच्चा
secondly,दूसरे
violin,वायोलिन
rogue,दुष्ट
rainy,बरसाती
reconciliation,सुलह
emotional,भावनात्मक
radical,मौलिक
accursed,शापित
tendencies,प्रवृत्तियों
concrete,ठोस
resident,निवासी
lustre,आभा
hull,पतवार
ominous,अमंगल
overboard,जहाज़ के बाहर
uproar,कोलाहल
cavern,गुफा
combine,जोड़ना
respectively,क्रमश:
menace,खतरा
pilgrims,तीर्थयात्रियों
Jeff,जेफ
peak,शिखर
currency,मुद्रा
silken,रेशमी
violet,बैंगनी
Khan,KHAN
mastery,प्रभुत्व
objective,उद्देश्य
plucked,लूटा हुआ
litter,कूड़ा
memorial,शहीद स्मारक
bids,बोलियां
fondly,सप्रेम
clapped,ताली बजाकर
tariff,टैरिफ़
beneficial,फायदेमंद
unsolicited,अनचाही
reluctant,संकोची
separately,अलग से
patronage,संरक्षण
revenues,राजस्व
dragon,अजगर
Zeus,ज़ीउस
mike,माइक
ranges,सीमाओं
vexation,गुब्बार
indicates,दर्शाता है
overheard,सुन ली
tray,ट्रे
Raymond,रेमंड
thereafter,फिर
exporting,निर्यात
mound,टीला
taxation,कर लगाना
frenzy,उन्माद
horizontal,क्षैतिज
thirsty,प्यासा
disputed,विवादित
charter,चार्टर
redistribution,पुनर्विभाजन
boasted,दावा
item,वस्तु
Moscow,मास्को
termination,समापन
eminently,अत्यंत
suggestive,विचारोत्तेजक
linger,दीर्घ काल तक रहना
shady,छायादार
calculation,गणना
expansion,विस्तार
mast,मस्तूल
confer,प्रदान करना
Sophia,सोफिया
commanders,कमांडरों
pitied,दया आ गई थी
twist,मोड़
traditional,परंपरागत
involve,शामिल होना
interfered,दखल
Achilles,Achilles
wanton,प्रचंड
repay,चुकाने
brother-in-law,बहनोई
routine,रूटीन
son-in-law,दामाद
Gaul,फ्रांसीसी
groom,दूल्हा
solve,हल करना
grassy,हरा
tempt,लुभाना
unsuccessful,असफल
witty,हाज़िर जवाब
politician,राजनीतिज्ञ
yearning,तड़प
lid,ढक्कन
noticing,देख रही
courtiers,दरबारी
cheering,जय-जयकार करना
bounty,इनाम
consequent,फलस्वरूप
renown,यश
regulation,विनियमन
fowl,पक्षी
mayor,महापौर
wrinkled,झुर्रियों
defy,अवहेलना
threads,सूत्र
violation,उल्लंघन
junction,संगम
boss,रोब जमाना
particles,कणों
glories,गौरव
signifies,प्रतीक
constrained,विवश
paternal,पितृ -संबंधी
piles,धन
hardware,हार्डवेयर
engaging,मनोहन
e.g.,उदा।
peer,समकक्ष
counties,काउंटी
mocking,मजाक
ch.,ch।
avoiding,परहेज
rebuke,फटकार
abolished,समाप्त किया
cheers,प्रोत्साहित करना
idiot,मति - मंद
3rd,3
morbid,रोगी
wrung,गला घोंटना
e-mail,ईमेल
outcome,नतीजा
gilt,सोने का पानी
coldness,शीतलता
applying,आवेदन करने वाले
strand,किनारा
renowned,प्रसिद्ध
fishermen,मछुआरों
creative,रचनात्मक
circus,सर्कस
moustache,मूंछ
proverb,कहावत
lowering,को कम करने
biggest,सबसे बड़ी
sly,धूर्त
nursing,नर्सिंग
boon,वरदान
weighing,वजन
Oklahoma,ओकलाहोमा
brink,कगार
degraded,अपमानित
avenge,बदला लेना
hum,गुंजन
minority,अल्पसंख्यक
Spaniard,स्पेनी
ridges,लकीरें
perils,खतरों
Larry,लैरी
merchandise,व्यापार
aloof,अलग
despairing,निराश
acquisition,अधिग्रहण
asylum,अस्पताल
chickens,चिकन के
placid,सौम्य
affirm,वाणी
trod,कुचल दिया था
gardener,माली
schedule,अनुसूची
calmness,शांति
protector,रक्षा करनेवाला
concealment,आड़
trench,खाई खोदकर मोर्चा दबाना
fore,आगे का
accession,परिग्रहण
h,एच
dey,डे
connexion,संबंध
Cairo,काहिरा
mend,सुधार
considers,समझता है
twenty-one,इक्कीस
municipal,म्युनिसिपल
achievements,उपलब्धियों
cherish,संजोकर रखना
deserving,योग्य
exert,डालती
riot,दंगा
veteran,अनुभवी व्यक्ति
advancement,उन्नति
inventor,आविष्कारक
meek,नम्र
Cameron,कैमरून
hopelessly,बुरी
judicious,उचित
tending,रखरखाव
testify,गवाही देना
governess,दाई माँ
orchestra,ऑर्केस्ट्रा
garb,परिधान
condemnation,निंदा
foregoing,पूर्वगामी
bacon,बेकन
maternal,मम मेरे
wasting,बर्बाद कर
Australian,आस्ट्रेलियन
strata,स्तर
hushed,झालरदार
Maryland,मैरीलैंड
sculpture,मूर्ति
miniature,लघु
corrections,सुधार
tangled,टैंगल्ड
completion,समापन
regulated,विनियमित
Athenian,अथीनियान
flavor,स्वाद
brand,ब्रैंड
intimately,परिचित
unlimited,असीमित
dipped,डूबा
luggage,सामान
inconsistent,असंगत
forsaken,छोड़
feebly,निर्बलता से
woven,बुनी
Lloyd,लॉयड
rubbish,बकवास
tool,औजार
spirited,साहसी
christendom,ईसाई जगत
chaos,अव्यवस्था
twinkling,जगमगाहट
muffled,ओढ़ा
accents,लहजे
accidentally,अकस्मात
degradation,निम्नीकरण
emancipation,मुक्ति
prosecution,अभियोग पक्ष
Cleveland,क्लीवलैंड
outbreak,प्रकोप
defending,प्रतिवाद करना
dwarf,बौना आदमी
abundantly,बहुतायत से
turner,टर्नर
disadvantage,हानि
abolition,उन्मूलन
disregard,उपेक्षा
deliberation,विवेचना
filthy,गंदा
AK,एके
notifies,अधिसूचित
dealings,लेन-देन
demonstrated,साबित
paced,रफ़्तार
tense,तनावग्रस्त
drums,ड्रम
interpreter,दुभाषिया
vanish,गायब होना
astray,गुमराह
hen,मुर्गी
workman,कर्मकार
asunder,अलग-अलग
baked,बेक किया हुआ
Baltimore,बाल्टीमोर
bustle,हलचल
winged,पंखों वाला
mentioning,उल्लेख
pastoral,देहाती
fabric,कपड़ा
trim,काट-छांट करना
musician,संगीतकार
twenty-two,बाईस
patty,पैटी
mentally,मानसिक रूप से
wrecked,बर्बाद
discreet,विचारशील
Godfrey,गॉडफ्रे
apostle,प्रेरित
ledge,हद
roast,भूनना
accessed,अभिगम
preface,प्रस्तावना
convincing,ठोस
quiver,तरकस
stocks,शेयरों
mourn,शोक
commented,टिप्पणी की
redistribute,फिर से विभाजित करना
precipice,करारा
outdated,रगड़ा हुआ
Juliet,जूलियट
dialect,बोली
elementary,प्राथमिक
freight,माल
cowardice,कायरता
wipe,पोंछना
deserts,रेगिस्तान
shelves,अलमारियों
denial,इनकार
1b,1 बी
traits,लक्षण
denounced,की निंदा की
Eric,एरिक
underground,भूमिगत
phantom,प्रेत
whirling,तक घुमावदार
pecuniary,धन-संबंधी
dire,भयानक
hostilities,युद्ध
gait,चाल
it'll,यह होगा
vividly,ताजा
instruct,हिदायत
dickens,शैतान
puritan,नैतिकतावादी
clutched,चकित
acknowledgment,स्वीकृति
conjunction,संयोजक
oppressive,दमनकारी
intermediate,मध्यवर्ती
formula,सूत्र
Hungary,हंगरी
sneer,उपहास
ore,अयस्क
plentiful,प्रचुर
plump,मोटा
combinations,संयोजनों
purest,शुद्धतम
cheat,धोखा
doubly,दोगुना
inadequate,अपर्याप्त
Leslie,लेस्ली
blest,महाभाग
forbear,पूर्वज
haunt,अड्डा
treaties,संधियों
fearless,निडर
constable,सिपाही
enveloped,छा
enmity,शत्रुता
Watson,वाटसन
bridegroom,वर वधु
curate,क्यूरेट
developing,विकसित होना
frock,फ़राक
mining,खुदाई
audacity,धृष्टता
improper,अनुचित
motto,सिद्धांत
Parisian,पेरिस का
faction,गुट
architect,आर्किटेक्ट
melting,गलन
delicately,नाजुक
register,रजिस्टर करें
heroine,नायिका
indefinite,अनिश्चितकालीन
console,सांत्वना देना
defensive,बचाव
perceptible,प्रत्याक्ष
fruitless,निरर्थक
ransom,फिरौती
surplus,आधिक्य
solicitude,सरपरस्ती
effectual,क्रियाशील
shiver,कांपना
gal,लड़की
wed,बुध
contemptuous,तिरस्कारपूर्ण
plough,हल
snakes,सांप
felicity,परम सुख
reef,चट्टान
outset,शुरू
constitutes,का गठन किया
lament,विलाप
tissue,ऊतक
draft,प्रारूप
impelled,थोपा हुआ
epic,महाकाव्य
fisherman,मछुआ
Hawaii,हवाई
obstinacy,हठ
Ulysses,Ulysses
lemon,नींबू
Voltaire,वॉल्टेयर
hound,हाउंड
measuring,मापने
conscientious,ईमानदार
robber,लूटेरा
toy,खिलौने
impart,है प्रदान
statute,क़ानून
Barry,बैरी
girdle,गर्डल
basil,तुलसी
rebellious,बाग़ी
stair,सीढ़ी
biting,काट
consulting,परामर्श
perseverance,दृढ़ता
manila,मनीला
massacre,हत्याकांड
cough,खाँसी
blazed,प्रज्वलित
Claude,क्लाउड
transition,संक्रमण
button,बटन
headache,सरदर्द
Word,शब्द
tenant,किरायेदार
burns,बर्न्स
harmonious,सामंजस्यपूर्ण
dreamy,काल्पनिक
burgundy,बरगंडी
collections,संग्रह
unkind,निर्दयी
inscribed,अंकित किया
cushions,कुशन
programme,कार्यक्रम
din,शोर
laborious,व्यवसायी
manufacturing,उत्पादन
markets,बाजार
zone,क्षेत्र
humane,दयालु
AC,एसी
fertility,उपजाऊपन
languid,निस्तेज
ninth,नौवां
curses,शाप
introducing,शुरू
alcohol,शराब
impending,आसन्न
declining,अस्वीकृत करना
advantageous,लाभदायक
heal,ठीक होना
millennium,मिलेनियम
Karl,कार्ल
ft.,फीट।
staid,शांत
planting,रोपण
theatrical,थियेट्रिकल
spectator,दर्शक
Winchester,विनचेस्टर
greedy,लालची
commonwealth,राष्ट्रमंडल
suffrage,मताधिकार
tremulous,झटकेदार
commodities,माल
stuffed,भरवां
admitting,स्वीकार
aching,दर्द
ninety,नब्बे
discomfort,असहजता
imperative,अनिवार्य
Montreal,मॉन्ट्रियल
bobby,पुलिसमैन
bachelor,अविवाहित पुरुष
geographical,भौगोलिक
longest,सबसे लंबे समय तक
courageous,साहसिक
carpenter,बढ़ई
Sundays,रविवार
concluding,समापन
danish,दानिश
steer,स्टीयर
influential,प्रभावशाली
surround,चारों ओर से घेरना
random,यादृच्छिक रूप से
ounce,औंस
afresh,नए सिरे से
dictated,तय
ruddy,लाल
rusty,ज़ंग खाया हुआ
drown,डुबकर मरना
Irving,इरविंग
slide,फिसल पट्टी
sow,बीज बोना
appalling,भय उत्पन्न करनेवाला
profess,ढोंग
sickly,बीमार
rides,सवारी
spoon,चम्मच
imminent,करीब
dominant,प्रभुत्व वाला
leadership,नेतृत्व
pinch,चुटकी
wearily,लस्त
ducks,बतख
diary,डायरी
duchess,रानी
regain,हासिल
rum,रम
churchyard,क़ब्रिस्तान
fondness,अनुराग
apprehend,पकड़ना
ordinarily,आमतौर पर
quicker,तेज
thereon,उस पर
ni,नी
balloon,गुब्बारा
individuality,व्यक्तित्व
securely,सुरक्षित रूप से
connecting,जोड़ने
celebrate,जश्न
bluff,धोखा
dawned,लगा
amiss,अनुचित
chalk,चाक
sticking,चिपचिपा
fuss,गड़बड़
dazed,घबड़ाया हुआ
deputy,डिप्टी
forsake,त्यागना
automobile,ऑटोमोबाइल
discussions,चर्चाएँ
Harrison,हैरिसन
refreshment,ताज़गी
amendment,संशोधन
appealing,आकर्षक
Eden,ईडन
vertical,खड़ा
insufficient,नाकाफी
Manchester,मैनचेस्टर
hem,झालर
gorge,गड़गड़ाहट
baptized,बपतिस्मा
damn,लानत है
silvery,स्वच्छ
pastor,पादरी
inherent,अंतर्निहित
preventing,रोकने
inference,अनुमान
advertisement,विज्ञापन
mutton,भेड़े का मांस
packing,पैकिंग
enclosure,दीवार
theft,चोरी
publisher,प्रकाशक
spontaneous,अविरल
Otto,ओटो
rats,चूहों
apparition,प्रेत
refreshing,ताज़ा
Irene,आइरीन
sweetheart,प्रिय
renounce,त्याग
lifeless,निष्प्राण
adore,प्यार करते हैं
vinegar,सिरका
Normandy,नॉरमैंडी
uncovered,खुला
utility,उपयोगिता
orphan,अनाथ
symbols,प्रतीक
gracefully,इनायत से
mightily,पराक्रम से
peculiarity,ख़ुशी
ash,राख
floods,पानी की बाढ़
partake,हिस्सा लेना
contemptible,घिनौना
deities,देवी-देवताओं
profane,अपवित्र
foreseen,अनुमान
ti,ती
conceit,दंभ
commend,सराहना
twelfth,बारहवें
Bristol,ब्रिस्टल
manifestation,अभिव्यक्ति
revive,पुनर्जीवित
prone,प्रवृत्त
connect,जुडिये
princely,राजसी
overtake,आगे निकल
improving,में सुधार
downwards,नीचे की ओर
ferocious,क्रूर
intervention,हस्तक्षेप
subsistence,जीवन निर्वाह
susceptible,अतिसंवेदनशील
tunnel,सुरंग
disciple,शिष्य
revival,पुनः प्रवर्तन
twins,जुडवा
ivy,आइवी लता
puzzle,पहेली
citadel,गढ़
temporarily,अस्थायी रूप से
despotism,तानाशाही
internet,इंटरनेट
mechanism,तंत्र
stoop,गिर
directors,निर्देशकों
mathematics,अंक शास्त्र
raft,बेड़ा
fade,हल्का होना
soothe,शांत करना
pork,सुअर का मांस
substituted,एवजी
physically,शारीरिक रूप से
brilliancy,चमक
dot,दूरसंचार विभाग
loaf,टुकड़ा
expanse,प्रसार
shocking,चौंका देने वाला
rudely,बेरूखी से
isle,टापू
balanced,संतुलित
extracted,निकाले
fable,कल्पित कहानी
matches,माचिस
index,अनुक्रमणिका
Gerard,गेरार्ड
cigars,सिगार
liver,यकृत
transmit,संचारित
dispatch,प्रेषण
onto,पर
veranda,बरामदा
dip,डुबोना
inexplicable,अकथनीय
liar,झूठा
diminish,घटाना
dungeon,तहखाने
unit,इकाई
pagan,बुतपरस्त
Phillips,फिलिप्स
brig,ब्रगि
monopoly,एकाधिकार
rim,किनारा
sordid,घिनौना
complaining,उपालंभ देना
temperate,शीतोष्ण
chat,बात करना
gambling,जुआ
maps,एमएपीएस
amber,अंबर
trot,दुलकी चाल
howl,चीख़
shipping,शिपिंग
ton,टन
magazines,पत्रिका
bricks,ईंटों
submarine,पनडुब्बी
Roberts,रॉबर्ट्स
Cumberland,कंबरलैंड
Cecil,सेसिल
semblance,दिखावा
Palestine,फिलिस्तीन
perpendicular,सीधा
regardless,ध्यान दिए बिना
fervent,उत्कट
sane,समझदार
wreath,माला
animation,एनीमेशन
earthquake,भूकंप
sloping,ढाल
smoothly,सुचारू रूप से
tension,तनाव
intrigues,साज़िश
fearfully,भय सहित
macaulay,मैकाले
laboratory,प्रयोगशाला
cork,कॉर्क
comments,टिप्पणियाँ
whale,व्हेल
wedded,दांपत्य
whiteness,सफ़ेदी
convicted,अपराधी ठहराया हुआ
deception,धोखे
paved,पक्का
scruple,संदेह
paintings,चित्रों
therewith,इस के सिवा
religions,धर्मों
governing,गवर्निंग
colleagues,सहकर्मी
shrinking,सिकुड़
tickets,टिकट
prophetic,भविष्यवाणी
undergo,गुज़रना
hare,खरगोश
haze,धुंध
poisonous,विषैला
omit,न आना
beware,खबरदार
sagacity,बुद्धिमत्ता
concession,रियायत
worker,मज़दूर
ted,टेड
incline,इच्छा
caste,जाति
leapt,जोर से उछले
dissatisfied,असंतुष्ट
hardest,सबसे मुश्किल
self-control,आत्म - संयम
toilet,शौचालय
buddha,बुद्धा
offense,अपराध
woodland,वुडलैंड
gentry,शरीफ
starvation,भुखमरी
grudge,ईर्ष्या
penance,तपस्या
tips,सलाह
rooted,जड़ें
outburst,विस्फोट
fortitude,धैर्य
turk,तुर्क
devour,लालच से खाना
malignant,घातक
accorded,प्रदान की
brandon,ब्रैंडन
anticipate,पूर्वानुमान करना
speechless,अवाक
inquisition,न्यायिक जांच
eccentric,विलक्षण व्यक्ति
anecdote,उपाख्यान
annals,वर्षक्रमिक इतिहास
scrutiny,जांच
burroughs,बरोज
rhythm,ताल
discord,कलह
marius,मारिअस
diversion,परिवर्तन
archie,आर्ची
rat,चूहा
knit,बुनी
correspond,अनुरूप
detain,गिरफ्तारी
dis,जिले
esp,ईएसपी
interpret,व्याख्या करना
vehement,लवलीन
soda,सोडा
naughty,बदमाश
salon,सैलून
operate,संचालित
idly,आलस्य में
imperious,शाही
Peru,पेरू
candid,स्पष्टवादी
Whig,व्हिग
blooming,प्रस्फुटन
wharf,घाट
disgraceful,शर्मनाक
stunned,दंग रह
redemption,पाप मुक्ति
drain,नाली
wage,वेतन
cooper,कूपर
embassy,दूतावास
unfinished,अधूरा
nasty,बहुत खराब
impetuous,अविवेकी
cemetery,कब्रिस्तान
oblivion,विस्मरण
prohibited,निषिद्ध
breeches,जांघिया
abound,लाजिमी
Christine,क्रिस्टीन
frivolous,तुच्छ
Hugo,ह्यूगो
essays,निबंध
plaster,प्लास्टर
tap,नल
chairman,अध्यक्ष
dismiss,नकार देना
Katherine,कैथरीन
provoke,उकसाना
reside,रहते हैं
deficient,न्यून
decoration,सजावट
heroism,साहस
toe,पैर की अंगुली
wade,उतारा
apparel,परिधान
hazel,अखरोट
inability,असमर्थता
farthest,सब से अधिक दूर
invent,आविष्कार करना
knave,धूर्त
twain,जुड़वां
carelessness,लापरवाही
affectation,दिखावा
connections,सम्बन्ध
climax,उत्कर्ष
avowed,स्वीकृत
industries,उद्योगों
brood,बच्चे
tempting,मोहक
define,परिभाषित करना
antwerp,एंटवर्प
forefathers,पूर्वजों
stretches,हिस्सों
gratifying,संतोषजनक
plight,वचन
restricted,प्रतिबंधित
cupboard,अलमारी
ludicrous,ऊटपटांग
alms,दान
colossal,प्रचंड
stupidity,मूर्खता
monotony,एकरसता
stimulus,प्रोत्साहन
vigilance,जागरूकता
digest,संग्रह
vale,घाटी
overcoat,ओवरकोट
colorado,कोलोराडो
wink,आँख मारना
nous,बुद्धि
rack,रैक
incomprehensible,समझ से बाहर
antagonist,प्रतिपक्षी
methinks,मुझे मालूम होता है
barley,जौ
plateau,पठार
superintendent,अधीक्षक
indescribable,अवर्णनीय
expanded,विस्तार
presentation,प्रस्तुतीकरण
archbishop,मुख्य धर्माध्यक्ष
devise,वसीयत
rubber,रबड़
adieu,विदाई
exclude,निकालना
carts,गाड़ियां
lone,अकेला
whisky,व्हिस्की
abuses,हनन
inflict,दण्ड
nightfall,सांझ
counts,गिनता
chocolate,चॉकलेट
privileged,विशेषाधिकार प्राप्त
hermit,एकांतवासी
exultation,उमंग
overtook,पीछे छोड़ दिया
coincidence,संयोग
scratch,खरोंचना
screw,पेंच
caravan,कारवां
divert,डाइवर्ट
eliza,एलिजा
comparing,की तुलना
hood,कनटोप
explore,अन्वेषण करना
glove,दस्ताना
chaste,पवित्र
whirl,चक्कर
adventurous,साहसी
skipper,कप्तान
tiresome,थकाने वाला
implements,औजार
recompense,बदला चुकाना
plank,काष्ठफलक
insure,ठीक कर लेना
laboured,अस्वाभाविक
exaggeration,अतिशयोक्ति
mi,मील
shepherds,चरवाहों
lilies,लिली
ballad,गाथागीत
befall,घटित होना
cylinder,सिलेंडर
teddy,टेडी
summary,सारांश
daresay,साहस करना
photographs,तस्वीरों
colleges,कॉलेजों
dissolution,विघटन
geneva,जिनेवा
marches,जुलूस
instituted,संस्थापित
seals,जवानों
vehemence,उत्साह
chaplain,चपठी
knots,समुद्री मील
wail,विलाप
kneel,घुटना टेकना
unlikely,संभावना नहीं
deceit,छल
challenged,चुनौतीः
geography,भूगोल
herald,सूचना देना
lowly,कम
peep,झलक
swarm,झुंड
clarke,क्लार्क
joyfully,खुशी-खुशी
engraved,उत्कीर्ण
ll,डालूँगा
bowels,आंत
purposely,जानबूझकर
blindness,अंधापन
systematic,व्यवस्थित
virtually,आभासी रूप से
conformity,अनुपालन
remedies,उपचार
maxim,कहावत
indexes,अनुक्रमणिका
marshall,मार्शल
baking,पकाना
invincible,अजेय
impertinent,अभेद्य
bust,तोड़ देना
visage,मुंह
intuition,अंतर्ज्ञान
mingle,मिल जाना
bathing,नहाना
arched,मेहराबदार
investment,निवेश
tabernacle,तंबू
86,86
client,ग्राहक
ghostly,प्रेत का
furs,फर
catalogue,सूची
dock,गोदी
tenor,तत्त्व
arouse,जगाना
verbal,मौखिक
excessively,अधिकता से
brazil,ब्राज़िल
strenuous,ज़ोरदार
irishman,आयलैंडवासी
recess,अवकाश
unclean,अशुद्ध
psalms,स्तोत्र
analogy,समानता
chemistry,रसायन विज्ञान
peninsula,प्रायद्वीप
infer,तर्क करना
maritime,समुद्री
secular,धर्मनिरपेक्ष
hawk,बाज़
rein,लगाम
averted,टल
bake,सेंकना
constantine,Constantine
oracle,आकाशवाणी
alley,गली
softness,मृदुता
pierce,प्रवेश करना
spinning,कताई
snatch,छीन
manufactured,निर्मित
launch,प्रक्षेपण
psychology,मनोविज्ञान
worms,कीड़े
regulate,विनियमित
farming,खेती
fasten,जकड़ना
actress,अभिनेत्री
etiquette,शिष्टाचार
theater,थिएटर
thanksgiving,धन्यवाद
valor,वीरता
untouched,अछूता
tactics,युक्ति
drug,दवा
adverse,विपरीत
gaunt,कृश
conducting,संचालन
veritable,सच्चा
overtaken,आगे निकल
distorted,विकृत
rosa,रोज़ा
nina,नीना
quart,चौथाई गेलन
caprice,मौज
candy,कैंडी
obliging,ऋणी
planets,ग्रहों
soothed,शांत
sic,इस प्रकार से
opium,अफ़ीम
pavilion,मंडप
strait,कंजूस
sanguine,आशावादी
cords,तार
odour,'odor
trout,ट्राउट
paste,पेस्ट
regularity,नियमितता
metallic,धातु का
scrap,रद्दी माल
convict,मिद्धदोष अपराधी
instructive,शिक्षाप्रद
investigate,छान - बीन करना
celtic,केल्टिक
package,पैकेट
pirate,समुद्री डाकू
fiend,राक्षस
moan,विलाप
revealing,खुलासा
trades,ट्रेडों
rounds,राउंड
accomplishments,उपलब्धियों
crawl,घुटनों के बल चलना
aft,पिछाड़ी
prevalent,प्रचलित
role,भूमिका
dose,खुराक
evans,इवांस
hypocrisy,पाखंड
l,एल
salmon,सैल्मन
snap,चटकाना
alma,अल्मा
magical,मैजिकल
tire,थका देना
hetty,हेट्टी
impenetrable,अभेद्य
geese,कुछ कलहंस
madly,पागलों की तरह
manifold,विविध
noticeable,ध्यान देने योग्य
pudding,पुडिंग
volcanic,ज्वालामुखी
locke,लोके
magnetic,चुंबकीय
