hardware,हार्डवेयर
engaging,to interest or attract somebody
e.g.,उदा।
peer,समकक्ष
counties,काउंटी
mocking,मजाक
ch.,ch।
avoiding,परहेज
rebuke,फटकार
abolished,समाप्त किया
cheers,प्रोत्साहित करना
idiot,मति - मंद
3rd,3
morbid,रोगी
wrung,गला घोंटना
e-mail,ईमेल
outcome,नतीजा
gilt,सोने का पानी
coldness,शीतलता
applying,आवेदन करने वाले
strand,किनारा
renowned,प्रसिद्ध
fishermen,मछुआरों
creative,रचनात्मक
moustache,मूंछ
proverb,कहावत
lowering,को कम करने
biggest,सबसे बड़ी
sly,धूर्त
nursing,नर्सिंग
boon,वरदान
weighing,वजन
brink,कगार
degraded,अपमानित
avenge,बदला लेना
hum,गुंजन
minority,अल्पसंख्यक
Spaniard,स्पेनी
ridges,लकीरें
perils,खतरों
merchandise,व्यापार
aloof,अलग
despairing,निराश
acquisition,अधिग्रहण
asylum,अस्पताल
chickens,चिकन के
placid,सौम्य
affirm,वाणी
trod,कुचल दिया था
gardener,माली
schedule,अनुसूची
calmness,शांति
protector,रक्षा करनेवाला
concealment,आड़
trench,पानी बहने के लिए ज़मीन में लंबी तंग नली
fore,आगे का
accession,परिग्रहण
h,एच
dey,डे
connexion,संबंध
Cairo,काहिरा
mend,सुधार
considers,समझता है
twenty-one,इक्कीस
municipal,म्युनिसिपल
achievements,उपलब्धियों
cherish,संजोकर रखना
deserving,योग्य
exert,डालती
riot,दंगा
veteran,अनुभवी व्यक्ति
advancement,उन्नति
inventor,आविष्कारक
meek,नम्र
Cameron,कैमरून
hopelessly,बुरी
judicious,उचित
tending,रखरखाव
testify,गवाही देना
governess,दाई माँ
garb,परिधान
condemnation,निंदा
foregoing,पूर्वगामी
bacon,बेकन
maternal,मम मेरे
wasting,बर्बाद कर
Australian,आस्ट्रेलियन
strata,स्तर
hushed,very quiet and still place
Maryland,मैरीलैंड
sculpture,मूर्ति
miniature,लघु
corrections,सुधार
tangled,टैंगल्ड
completion,समापन
regulated,विनियमित
Athenian,अथीनियान
flavor,स्वाद
brand,ब्रैंड
intimately,परिचित or close link
dipped,डूबा
luggage,सामान
inconsistent,असंगत
forsaken,छोड़
feebly,निर्बलता से
woven,बुनी
Lloyd,लॉयड
rubbish,बकवास
tool,औजार
spirited,साहसी
christendom,ईसाई जगत
chaos,अव्यवस्था
twinkling,जगमगाहट
muffled,ओढ़ा
accents,लहजे
accidentally,अकस्मात
degradation,निम्नीकरण
emancipation,मुक्ति
prosecution,अभियोग पक्ष
Cleveland,क्लीवलैंड
outbreak,प्रकोप
defending,प्रतिवाद करना
dwarf,बौना आदमी
abundantly,बहुतायत से
turner,टर्नर
disadvantage,हानि
abolition,उन्मूलन
disregard,उपेक्षा
deliberation,विवेचना
AK,एके
notifies,अधिसूचित
dealings,लेन-देन
paced,रफ़्तार
tense,तनावग्रस्त
drums,ड्रम
interpreter,दुभाषिया
vanish,गायब होना
astray,गुमराह away from the correct path or direction
hen,मुर्गी
asunder,अलग-अलग
baked,बेक किया हुआ
Baltimore,बाल्टीमोर
bustle,हलचल
mentioning,उल्लेख
pastoral,देहाती
fabric,कपड़ा
trim,काट-छांट करना
musician,संगीतकार
twenty-two,बाईस
patty,पैटी
mentally,मानसिक रूप से
wrecked,बर्बाद
discreet,विचारशील
Godfrey,गॉडफ्रे
apostle,प्रेरित
ledge,हद
roast,भूनना
accessed,अभिगम
preface,प्रस्तावना
convincing,ठोस
quiver,तरकस
stocks,शेयरों
mourn,शोक
commented,टिप्पणी की
precipice,करारा
outdated,रगड़ा हुआ
Juliet,जूलियट
dialect,बोली
elementary,प्राथमिक
freight,माल
deserts,रेगिस्तान
shelves,अलमारियों
denial,इनकार
1b,1 बी
traits,लक्षण
denounced,की निंदा की
Eric,एरिक
underground,भूमिगत
phantom,प्रेत
whirling,तक घुमावदार
pecuniary,धन-संबंधी
dire,भयानक
hostilities,युद्ध
gait,चाल
it'll,यह होगा
vividly,ताजा
dickens,शैतान
puritan,नैतिकतावादी
clutched,चकित
acknowledgment,स्वीकृति
conjunction,संयोजक
oppressive,दमनकारी
intermediate,मध्यवर्ती
formula,सूत्र
Hungary,हंगरी
sneer,उपहास
ore,अयस्क
plentiful,प्रचुर
plump,मोटा
combinations,संयोजनों
purest,शुद्धतम
cheat,धोखा
doubly,दोगुना
inadequate,अपर्याप्त
Leslie,लेस्ली
blest,महाभाग
forbear,पूर्वज
haunt,अड्डा
treaties,संधियों
fearless,निडर
constable,सिपाही
enveloped,छा
enmity,शत्रुता
Watson,वाटसन
bridegroom,वर वधु
curate,क्यूरेट
developing,विकसित होना
frock,फ़राक
mining,खुदाई
audacity,धृष्टता
improper,अनुचित
motto,सिद्धांत
Parisian,पेरिस का
faction,गुट
architect,आर्किटेक्ट
melting,गलन
delicately,नाजुक
register,रजिस्टर करें
heroine,नायिका
indefinite,अनिश्चितकालीन
console,सांत्वना देना
perceptible,प्रत्याक्ष
fruitless,निरर्थक
ransom,फिरौती
surplus,आधिक्य
solicitude,सरपरस्ती
effectual,क्रियाशील
shiver,कांपना
gal,लड़की
wed,बुध
contemptuous,तिरस्कारपूर्ण
snakes,सांप
felicity,परम सुख
reef,चट्टान
outset,शुरू
constitutes,का गठन किया
lament,विलाप
tissue,ऊतक
draft,प्रारूप
impelled,थोपा हुआ
epic,महाकाव्य
fisherman,मछुआ
obstinacy,हठ
Ulysses,Ulysses
Voltaire,वॉल्टेयर
hound,हाउंड
measuring,मापने
conscientious,ईमानदार
robber,लूटेरा
toy,खिलौने
impart,है प्रदान
statute,क़ानून
Barry,बैरी
girdle,गर्डल
basil,तुलसी
rebellious,बाग़ी
biting,काट
perseverance,दृढ़ता
manila,मनीला
massacre,हत्याकांड
cough,खाँसी
blazed,प्रज्वलित
Claude,क्लाउड
transition,संक्रमण
button,बटन
headache,सरदर्द
Word,शब्द
tenant,किरायेदार
burns,बर्न्स
harmonious,sweet sounding or melodious
burgundy,बरगंडी
unkind,निर्दयी
inscribed,अंकित किया
cushions,कुशन
programme,कार्यक्रम
din,शोर
laborious,व्यवसायी
manufacturing,उत्पादन
markets,बाजार
zone,क्षेत्र
humane,दयालु
AC,एसी
fertility,उपजाऊपन
languid,निस्तेज
ninth,नौवां
curses,शाप
introducing,शुरू
alcohol,शराब
impending,आसन्न
declining,अस्वीकृत करना
advantageous,लाभदायक
heal,ठीक होना
millennium,मिलेनियम
Karl,कार्ल
ft.,फीट।
staid,शांत
planting,रोपण
theatrical,थियेट्रिकल
spectator,दर्शक
Winchester,a large cylindrical bottle for holding liquids
greedy,लालची
commonwealth,राष्ट्रमंडल
suffrage,मताधिकार
tremulous,झटकेदार
commodities,माल
stuffed,भरवां
admitting,स्वीकार
aching,दर्द
ninety,नब्बे
discomfort,असहजता
imperative,अनिवार्य
Montreal,मॉन्ट्रियल
bobby,पुलिसमैन
bachelor,अविवाहित पुरुष
geographical,भौगोलिक
longest,सबसे लंबे समय तक
courageous,साहसिक
carpenter,बढ़ई
Sundays,रविवार
concluding,समापन
danish,दानिश
steer,स्टीयर
influential,प्रभावशाली
surround,चारों ओर से घेरना
random,यादृच्छिक रूप से
ounce,औंस
afresh,नए सिरे से
dictated,तय
ruddy,लाल
drown,डुबकर मरना
Irving,इरविंग
slide,फिसल पट्टी
sow,बीज बोना
appalling,भय उत्पन्न करनेवाला
profess,ढोंग
sickly,बीमार
spoon,चम्मच
imminent,करीब
dominant,प्रभुत्व वाला
leadership,नेतृत्व
pinch,चुटकी
wearily,लस्त
ducks,बतख
diary,डायरी
duchess,रानी
rum,an alcoholic spirit distilled from sugar-cane residues or molasses
churchyard,क़ब्रिस्तान
fondness,अनुराग
apprehend,पकड़ना
quicker,तेज
thereon,उस पर
ni,नी
balloon,गुब्बारा
individuality,व्यक्तित्व
securely,सुरक्षित रूप से
connecting,जोड़ने
celebrate,जश्न
bluff,धोखा
dawned,लगा
amiss,अनुचित
chalk,चाक
sticking,चिपचिपा
fuss,गड़बड़
dazed,घबड़ाया हुआ
deputy,डिप्टी
forsake,त्यागना
automobile,ऑटोमोबाइल
discussions,चर्चाएँ
Harrison,हैरिसन
refreshment,ताज़गी
appealing,आकर्षक
Eden,ईडन
vertical,खड़ा
insufficient,नाकाफी
Manchester,मैनचेस्टर
hem,झालर
gorge,गड़गड़ाहट
baptized,बपतिस्मा
damn,लानत है
silvery,स्वच्छ
pastor,पादरी
inherent,अंतर्निहित
preventing,रोकने
inference,अनुमान
advertisement,विज्ञापन
mutton,भेड़े का मांस
packing,पैकिंग
enclosure,दीवार
theft,चोरी
publisher,प्रकाशक
spontaneous,अविरल
Otto,ओटो
rats,चूहों
apparition,प्रेत
refreshing,ताज़ा
Irene,आइरीन
sweetheart,प्रिय
renounce,त्याग
lifeless,निष्प्राण
adore,प्यार करते हैं
vinegar,सिरका
Normandy,नॉरमैंडी
uncovered,खुला
utility,उपयोगिता
orphan,अनाथ
symbols,प्रतीक
gracefully,इनायत से
mightily,पराक्रम से
peculiarity,ख़ुशी
ash,राख
floods,पानी की बाढ़
partake,हिस्सा लेना
contemptible,घिनौना
deities,देवी-देवताओं
profane,अपवित्र
foreseen,अनुमान
ti,ती
conceit,दंभ
commend,सराहना
twelfth,बारहवें
Bristol,ब्रिस्टल
manifestation,अभिव्यक्ति
revive,पुनर्जीवित
prone,प्रवृत्त
connect,जुडिये
princely,राजसी
improving,में सुधार
downwards,नीचे की ओर
ferocious,क्रूर
intervention,हस्तक्षेप
subsistence,जीवन निर्वाह
susceptible,अतिसंवेदनशील
disciple,शिष्य
revival,पुनः प्रवर्तन
twins,जुडवा
ivy,आइवी लता
puzzle,पहेली
citadel,गढ़
temporarily,अस्थायी रूप से
despotism,तानाशाही
internet,इंटरनेट
mechanism,तंत्र
stoop,गिर
directors,निर्देशकों
mathematics,अंक शास्त्र
raft,बेड़ा
fade,हल्का होना
soothe,शांत करना
pork,सुअर का मांस
substituted,एवजी
physically,शारीरिक रूप से
brilliancy,चमक
dot,दूरसंचार विभाग
loaf,टुकड़ा
expanse,प्रसार
shocking,चौंका देने वाला
rudely,बेरूखी से
isle,टापू
extracted,निकाले
fable,कल्पित कहानी
matches,माचिस
Gerard,गेरार्ड
liver,यकृत
transmit,संचारित
dispatch,प्रेषण
onto,पर
veranda,बरामदा
dip,डुबोना
inexplicable,अकथनीय
liar,झूठा
diminish,घटाना
dungeon,तहखाने a strong underground prison cell or especially in a castle
unit,इकाई
pagan,बुतपरस्त
Phillips,फिलिप्स
brig,ब्रगि
monopoly,एकाधिकार
rim,किनारा
sordid,घिनौना
complaining,उपालंभ देना
temperate,शीतोष्ण
chat,बात करना
maps,एमएपीएस
amber,अंबर
trot,दुलकी चाल
howl,चीख़
shipping,शिपिंग
magazines,पत्रिका
Roberts,रॉबर्ट्स
Cumberland,कंबरलैंड
Cecil,सेसिल
semblance,दिखावा
Palestine,फिलिस्तीन
perpendicular,सीधा
regardless,ध्यान दिए बिना
fervent,उत्कट
sane,समझदार
wreath,माला
animation,एनीमेशन
earthquake,भूकंप
sloping,ढाल
smoothly,सुचारू रूप से
tension,तनाव
intrigues,साज़िश
fearfully,भय सहित
comments,टिप्पणियाँ
whale,व्हेल
wedded,दांपत्य
whiteness,सफ़ेदी
convicted,अपराधी ठहराया हुआ
deception,धोखे
paved,पक्का
scruple,संदेह
paintings,चित्रों
therewith,इस के सिवा
religions,धर्मों
governing,गवर्निंग
colleagues,सहकर्मी
shrinking,सिकुड़
tickets,टिकट
prophetic,भविष्यवाणी
undergo,गुज़रना
haze,धुंध
poisonous,विषैला
omit,न आना
beware,खबरदार
sagacity,बुद्धिमत्ता
concession,रियायत
worker,मज़दूर
ted,टेड
incline,इच्छा
caste,जाति
leapt,जोर से उछले
dissatisfied,असंतुष्ट
hardest,सबसे मुश्किल
self-control,आत्म - संयम
buddha,बुद्धा
offense,अपराध
woodland,वुडलैंड
gentry,शरीफ
starvation,भुखमरी
grudge,ईर्ष्या
penance,तपस्या
rooted,जड़ें
outburst,विस्फोट
fortitude,धैर्य
turk,तुर्क
devour,लालच से खाना
malignant,घातक
accorded,प्रदान की
brandon,ब्रैंडन
anticipate,पूर्वानुमान करना
speechless,अवाक
inquisition,न्यायिक जांच
eccentric,विलक्षण व्यक्ति
anecdote,उपाख्यान
annals,an official record of events or activities year by year; historical records
scrutiny,जांच
burroughs,बरोज
rhythm,ताल
discord,कलह
marius,मारिअस
diversion,परिवर्तन
archie,आर्ची
rat,चूहा
knit,बुनी
correspond,to be the same as or equal to something or to match
detain,गिरफ्तारी
dis,जिले
esp,ईएसपी
interpret,व्याख्या करना
vehement,लवलीन
soda,सोडा
naughty,बदमाश
salon,सैलून
operate,संचालित
idly,आलस्य में
imperious,शाही
candid,स्पष्टवादी
Whig,व्हिग
blooming,प्रस्फुटन
wharf,घाट
disgraceful,शर्मनाक
stunned,दंग रह
redemption,पाप मुक्ति
drain,नाली
wage,वेतन
cooper,कूपर
embassy,दूतावास
unfinished,अधूरा
nasty,बहुत खराब
impetuous,अविवेकी
cemetery,कब्रिस्तान
oblivion,विस्मरण
prohibited,निषिद्ध
breeches,जांघिया
abound,लाजिमी
Christine,क्रिस्टीन
frivolous,तुच्छ
Hugo,ह्यूगो
plaster,प्लास्टर
tap,नल
dismiss,नकार देना
Katherine,कैथरीन
provoke,उकसाना
reside,रहते हैं
deficient,न्यून
decoration,सजावट
heroism,साहस
toe,पैर की अंगुली
wade,उतारा
apparel,परिधान
hazel,अखरोट
farthest,सब से अधिक दूर
knave,धूर्त
twain,जुड़वां
carelessness,लापरवाही
affectation,दिखावा
connections,सम्बन्ध
climax,उत्कर्ष
avowed,स्वीकृत
industries,उद्योगों
brood,बच्चे
tempting,मोहक
define,परिभाषित करना
antwerp,एंटवर्प
forefathers,पूर्वजों
stretches,हिस्सों
gratifying,संतोषजनक
plight,वचन
restricted,प्रतिबंधित
cupboard,अलमारी
ludicrous,ऊटपटांग
alms,दान
colossal,प्रचंड
stupidity,मूर्खता
monotony,एकरसता
stimulus,प्रोत्साहन
vigilance,जागरूकता
digest,संग्रह
vale,घाटी
overcoat,ओवरकोट
colorado,कोलोराडो
wink,आँख मारना
nous,बुद्धि
rack,रैक
incomprehensible,समझ से बाहर
antagonist,प्रतिपक्षी
methinks,मुझे मालूम होता है
barley,जौ
plateau,पठार
superintendent,अधीक्षक
indescribable,अवर्णनीय
expanded,विस्तार
presentation,प्रस्तुतीकरण
archbishop,मुख्य धर्माध्यक्ष
devise,वसीयत
rubber,रबड़
adieu,विदाई
exclude,निकालना
carts,गाड़ियां
lone,अकेला
whisky,व्हिस्की
abuses,हनन
inflict,दण्ड
nightfall,सांझ
chocolate,चॉकलेट
privileged,a special right or advantage that only one person or group has
hermit,एकांतवासी
exultation,उमंग
overtook,पीछे छोड़ दिया
coincidence,संयोग
scratch,खरोंचना
screw,पेंच
caravan,कारवां
divert,डाइवर्ट
eliza,एलिजा
comparing,की तुलना
hood,कनटोप
explore,अन्वेषण करना
glove,दस्ताना
chaste,पवित्र
whirl,चक्कर
adventurous,साहसी
skipper,कप्तान
tiresome,थकाने वाला
implements,औजार
recompense,बदला चुकाना
plank,काष्ठफलक
insure,ठीक कर लेना
laboured,अस्वाभाविक
exaggeration,a statement that represents something as better or worse than it really is.
shepherds,चरवाहों
lilies,लिली
ballad,गाथागीत
befall,घटित होना
cylinder,सिलेंडर
summary,सारांश
daresay,साहस करना
photographs,तस्वीरों
colleges,कॉलेजों
dissolution,विघटन
geneva,जिनेवा
marches,जुलूस
instituted,संस्थापित
seals,जवानों
vehemence,उत्साह
chaplain,चपठी
knots,समुद्री मील
wail,विलाप
kneel,घुटना टेकना
unlikely,संभावना नहीं
deceit,छल
challenged,चुनौतीः
geography,भूगोल
herald,सूचना देना
lowly,कम
peep,झलक
swarm,झुंड
clarke,क्लार्क
joyfully,खुशी-खुशी
engraved,उत्कीर्ण
ll,डालूँगा
bowels,आंत
purposely,जानबूझकर
blindness,अंधापन
systematic,व्यवस्थित
virtually,आभासी रूप से
conformity,अनुपालन
remedies,उपचार
maxim,कहावत
indexes,अनुक्रमणिका
marshall,मार्शल
baking,पकाना
invincible,too powerful to be defeated or overcome
impertinent,अभेद्य
bust,तोड़ देना
visage,मुंह
intuition,sixth sense or the ability to understand something instinctively or without the need for conscious reasoning
bathing,नहाना
arched,मेहराबदार
investment,निवेश
tabernacle,तंबू
86,86
client,ग्राहक
ghostly,प्रेत का
furs,फर
catalogue,सूची
tenor,तत्त्व
verbal,मौखिक
excessively,अधिकता से
brazil,ब्राज़िल
strenuous,ज़ोरदार
irishman,आयलैंडवासी
recess,अवकाश
unclean,अशुद्ध
psalms,स्तोत्र
analogy,समानता
chemistry,रसायन विज्ञान
peninsula,प्रायद्वीप
infer,तर्क करना
maritime,समुद्री
secular,धर्मनिरपेक्ष
hawk,बाज़
rein,लगाम
averted,टल
bake,सेंकना
constantine,Constantine
oracle,आकाशवाणी
alley,गली
softness,मृदुता
pierce,प्रवेश करना
spinning,कताई
snatch,छीन
manufactured,निर्मित
launch,प्रक्षेपण
psychology,मनोविज्ञान
worms,कीड़े
regulate,विनियमित
fasten,जकड़ना
actress,अभिनेत्री
etiquette,शिष्टाचार
theater,थिएटर
thanksgiving,धन्यवाद
valor,वीरता
untouched,अछूता
tactics,युक्ति
drug,दवा
adverse,विपरीत
gaunt,कृश
conducting,संचालन
veritable,सच्चा
overtaken,आगे निकल
distorted,विकृत
rosa,रोज़ा
nina,नीना
quart,चौथाई गेलन
caprice,मौज
candy,कैंडी
obliging,ऋणी
planets,ग्रहों
soothed,शांत
sic,इस प्रकार से
opium,अफ़ीम
pavilion,मंडप
strait,कंजूस
sanguine,आशावादी
cords,तार
odour,a smell often an unpleasant one
trout,एक प्रकार की खाने की मछली
paste,पेस्ट
regularity,नियमितता
metallic,धातु का
scrap,रद्दी माल
convict,मिद्धदोष अपराधी
instructive,शिक्षाप्रद
investigate,छान - बीन करना
celtic,केल्टिक
package,पैकेट
pirate,समुद्री डाकू
fiend,राक्षस
moan,विलाप
revealing,खुलासा
trades,ट्रेडों
rounds,राउंड
accomplishments,उपलब्धियों
crawl,घुटनों के बल चलना
aft,पिछाड़ी
prevalent,प्रचलित
role,भूमिका
dose,खुराक
evans,इवांस
hypocrisy,पाखंड
snap,चटकाना
alma,अल्मा
magical,मैजिकल
tire,थका देना
hetty,हेट्टी
impenetrable,अभेद्य
geese,कुछ कलहंस
madly,पागलों की तरह
manifold,विविध
noticeable,ध्यान देने योग्य
pudding,पुडिंग
volcanic,ज्वालामुखी
locke,लोके
magnetic,चुंबकीय
deals,सौदा
core,सार
decency,शिष्टता
observance,पालन
durst,डर्स्ट
predecessor,पूर्वज
diplomacy,कूटनीति
wert,वश में करना
impartial,निष्पक्ष
disinterested,उदासीन
wig,विग
pump,पंप करना
swedish,स्वीडिश
norfolk,नॉरफ़ॉक
reigns,शासन काल
similarly,उसी प्रकार
reap,काटना
dam,बाँध
facilities,सुविधाएँ
slippery,फिसलाऊ
transformation,परिवर्तन
oxygen,ऑक्सीजन
suburbs,उपनगरों
dares,हिम्मत
ornamental,सजावटी
pondered,विचार
fringe,झब्बे
raiment,पोशाक
henrietta,Henrietta
wellington,वेलिंग्टन
foreman,पंचों का सरदार
feat,करतब
thirteenth,तेरहवां
sultan,सुलतान
certificate,प्रमाणपत्र
rue,पछताना
heresy,विधर्म
arabia,अरब
medal,पदक
location,स्थान
ether,ईथर
ruby,माणिक
heading,शीर्षक
subdue,वश में
adorn,सजाना
ancestor,पूर्वज
warmer,वार्मर
cluster,झुंड
quotation,उद्धरण
fullest,पूरी
exposition,प्रदर्शनी
custody,हिरासत
thermometer,थर्मामीटर
plausible,प्रशंसनीय
toss,टॉस
desperation,crossing the limit
rhetoric,प्रभावपूर्ण रीति से या लोगों को प्रभावित करने के लिए कुछ कहने या लिखने की कला
scornful,नफ़रत का
bailey,आंगन
rung,छड़
civility,शिष्टाचार
dingy,धूंधला
scaffold,पाड़
concentration,एकाग्रता
avarice,लोभ
scrape,खरोंच
pools,ताल
oar,चप्पू
flutter,स्पंदन
martyr,शहीद
handy,सुविधाजनक
montague,मोंटेग
bait,प्रलोभन
login,लॉग इन करें
commotion,हल्ला गुल्ला
congenial,अनुकूल
drawers,दराज़
deposits,जमा
craving,तीव्र इच्छा
bureau,office
oscar,ऑस्कर
speculative,काल्पनिक
huddled,huddle नहीं
diverse,विविध
slice,टुकड़ा
renaissance,पुनर्जागरण काल
angelo,एंजेलो
meg,मेग
murderous,घातक
serenity,शांति
perspiration,पसीना
coventry,कोवेंट्री
impudent,दिलेर
ardor,ललक
necklace,गले का हार
alight,प्रदीप्त करना
stimulated,उत्तेजित
clifford,क्लिफोर्ड
steadfast,दृढ़
genoa,जेनोआ
anglo-saxon,अंगरेजी़
courier,संदेशवाहक
inflamed,सूजन
xi,ग्यारहवीं
drill,छेद करना
respond,जवाब देना
seriousness,गंभीरता
fourteenth,चौदहवां
womb,कोख
literal,शाब्दिक
singers,गायकों
usefulness,उपयोग
cloudy,बादल
mortality,नश्वरता
profusion,प्रचुरता
fleeting,क्षणभंगुर
twentieth,ट्वेंटिएथ
maturity,परिपक्वता
weed,खर-पतवार
phases,चरणों
overcame,विजय
womanhood,नारीत्व
envious,ईर्ष्या
tapped,उपयोग किया
latent,अव्यक्त
whiskey,व्हिस्की
relatively,अपेक्षाकृत
forbidding,अनिष्ट
cleopatra,क्लियोपेट्रा
willow,विलो
mathematical,गणितीय
sojourn,डेरा डालना
booty,लूट का माल
implore,प्रार्थना करना
amateur,शौक़ीन व्यक्ति
morally,नैतिक रूप से
qualifications,योग्यता
gasp,हांफी
101,101
gliding,सरकना
tested,परीक्षण किया
racing,दौड़
joel,योएल
extremes,चरम सीमाओं
damascus,दमिश्क
labored,अस्वाभाविक
exit,बाहर निकलना
originality,मोलिकता
humming,गिनगिनानेवाला
isolation,एकांत
glee,उल्लास
adult,वयस्क
solace,सांत्वना
biography,जीवनी
ff.,एफएफ।
hardship,कष्ट
lied,झूठ बोला
donkey,गधा
trader,व्यापारी
rumour,रुमर
amply,जिसकी पर्याप्त
confide,विश्वास
favors,एहसान
perspective,परिप्रेक्ष्य
belgian,बेल्जियाई
withstand,सामना
robust,मज़बूत
pro,समर्थक
val,वैल
eats,खाता है
snare,जाल
monthly,महीने के
wines,वाइन
ignore,नज़रअंदाज़ करना
envoy,दूत
flown,भेजा
reverie,भावना
jehovah,यहोवा
contrive,ईजाद
chatter,बकवास
judas,यहूदा
nourishment,पोषण
reforms,सुधारों
clatter,दस्तक
Adrian,एड्रियन
allude,संकेत करना
corrupted,भ्रष्ट
thorn,कांटा
junior,कनिष्ठ
tony,टोनी
Calcutta,कलकत्ता
re,पुनः
Holt,उपवन
psychological,मनोवैज्ञानिक
constancy,भक्ति
misunderstood,गलत समझा
signals,सिग्नल
drying,सुखाने
harshly,कठोरता से
distressing,विक्षुब्ध
novelist,a person who writes novels
Cyril,साइरिल
editors,संपादक
intricate,जटिल
limestone,चूना पत्थर
forty-five,पैंतालीस
collision,टक्कर
pebbles,कंकड़
Willie,विली
knitting,बुनना
ordeal,परख
foresee,पूर्वानुमान
peas,मटर
repast,अन्न
supplying,आपूर्ति
clan,वंश
abject,अधम
dart,तीव्र गति
bridal,शादी का
indirect,अप्रत्यक्ष
unnoticed,किसी का ध्यान नहीं
tint,टिंट
insults,अपमान
precedent,मिसाल
twisting,घुमा
bully,धमकाना
vacation,छुट्टी
ll,डालूँगा
canon,कैनन
aisle,गलियारा
click,क्लिक
inspiring,प्रेरणादायक
oval,अंडाकार
impracticable,अव्यवहार्य
delirium,प्रलाप
cedar,देवदार
contradict,खंडन
ingratitude,कृतघ्नता
soften,नरमी के
bewilderment,घबराहट
servitude,भृत्यभाव
comely,सुदर्शन
stump,स्टंप
redeem,compensate for the faults or bad aspects of or rescue
spun,turn or cause to turn or whirl round quickly ya ghumana
poultry,मुर्गी पालन
dictionary,शब्दकोश
prettiest,सबसे सुंदर
adoration,आराधना
Icel.,Icel।
wager,दांव
involving,शामिल
pathway,मार्ग
wistful,उदास
advent,आगमन
gear,गियर
celebration,उत्सव
conceivable,बोधगम्य
drowning,डूबता हुआ
faintest,सबसे मंद
acquiring,प्राप्त
befell,विपत्ति
good-looking,सुंदर
wares,माल
rendezvous,मिलन स्थल
snug,comfortable or warm or cosy and well protected from the weather or cold
accompaniment,संगत
chaps,लोग
crawling,रेंगने
lumber,लकड़ी
publishing,प्रकाशित करना
customer,ग्राहक
mediaeval,मध्यकालीन
lavish,जो बहुत पैसा दे या ख़र्च करे or ख़र्चीला or फिज़ूलख़र्ची
genesis,the beginning or origin of something
rug,गलीचा
analogous,अनुरूप
eleventh,ग्यारहवें
galley,लंबी नाव
partition,PARTITION
blunder,बड़ी भूल
Glasgow,ग्लासगो
fanciful,काल्पनिक
ham,जांघ
rainbow,इंद्रधनुष
sentinel,पहरेदार
hereby,इसके द्वारा
outlook,आउटलुक
smitten,पीटा गया
unmarried,अविवाहित
installed,स्थापित
vivacity,चुस्ती
marking,अंकन
aesthetic,सौंदर्य संबंधी
consume,उपभोग करना
resent,पुन: भेज
pose,खड़ा करना
contentment,संतोष
sterling,वास्तविक
veneration,उपासना
p.m.,पी.एम.
barking,भौंकने
bower,a pleasant shady place under trees or climbing plants in a garden or wood
organism,जीव
unintelligible,अस्पष्ट
emphatic,ज़ोरदार
occurring,घटनेवाला
factors,कारकों
guise,भेष
editorial,संपादकीय
impudence,धृष्टता
midday,दोपहर
corporal,दैहिक
sg,एसजी
aright,दाहिनी ओर
nigger,चाकलेट का रंग
lily,लिली
noun,संज्ञा
scout,a soldier or other person sent out ahead of a main force so as to gather information about the enemy's position or strength or movements
spit,थूकना
cursing,अपशब्द
Friedrich,फ्रेडरिक
manifestly,स्पष्टतः
Marco,मार्को
battalion,बटालियन
heritage,विरासत
brotherhood,भाईचारे
nun,मठवासिनी
wad,गुच्छा
folding,तह
discerned,पहचाना
powerfully,शक्ति से
Mitchell,मिशेल
helpful,मददगार
persist,दृढ़ रहना
Ellis,एलिस
frigate,लड़ाई का जहाज़
atoms,परमाणुओं
outlet,दुकान
erroneous,ग़लत
violated,उल्लंघन
withheld,पर रोक लगाई
fairies,परियों
inherit,इनहेरिट
sledge,लोहार का हथौड़ा
taller,लम्बे
supervision,पर्यवेक्षण
butt,बट
tank,टैंक
velocity,वेग
arctic,आर्कटिक
colleague,साथ काम करने वाला
pins,पिंस
butterfly,तितली
chart,चार्ट
twin,जुड़वां
sunken,धँसा
exasperated,हताश
Collins,कोलिन्स
insulting,अपमान
Word,शब्द
deficiency,कमी
operating,ऑपरेटिंग
overthrown,परास्त
gallows,फांसी
diligent,परिश्रमी
hindu,हिंदू
blunt,कुंद
omen,शकुन
bleak,बेरंग
vehemently,जोरदार
wretchedness,मनहूसपन
e'er,इह
ensure,सुनिश्चित करना
denotes,अर्थ है
sentenced,सजा सुनाई
unfair,अनुचित
encampment,पड़ाव
possessor,स्वामी
absorbing,अवशोषित
descendant,वंशज
sub,विषय
drugs,दवाओं
independently,स्वतंत्र रूप से
bucket,बाल्टी
clerical,लिपिक
ordinance,अध्यादेश
bamboo,बांस
vocation,पेशा
admirer,प्रशंसक
limp,लंगड़ा
pallid,पीला
mildly,हल्का
organisation,संगठन
Timothy,टिमोथी
dealer,विक्रेता
Yorkshire,यॉर्कशायर
auspicious,शुभ
deuce,उपद्रव
emblem,प्रतीक
Gibson,गिब्सन
primarily,प्रमुख रूप से
reducing,कमी
ritual,धार्मिक संस्कार
decorations,सजावट
thigh,जाँघ
groaning,denoting a deep inarticulate sound conveying pain or despair or pleasure
scant,अल्प
fiscal,राजकोषीय
mien,चेहरे का भाव
charging,चार्ज
cor,कोर
railing,कटघरा
